protein_id,seq_hash,aro_name
PROT_003345,7809a868f565,ArnT
PROT_003346,1c22bf506634,MexJ
PROT_003347,8adaf7da84cf,cprR
PROT_003348,1c6365b9fb4e,OpmH
PROT_003349,e9bd813935b5,MexD
PROT_003350,875fa87da35e,OpmD
PROT_003351,027bd539ed76,ArnT
PROT_003352,8cab0d5b3f6c,basS
PROT_003353,7fb5d047e7a1,MexJ
PROT_003354,67caf60fad1c,MexT
PROT_003355,e587903e98b5,mexY
PROT_003356,bf05da5ce6b0,MexZ
PROT_003357,8af30aeb994f,FosA
PROT_003358,9496330be647,MexB
PROT_003359,211d195ea82e,MexJ
PROT_003360,c883d868479d,arnA
PROT_003361,34047591a7d7,MexR
PROT_003362,5ca45f811882,OpmB
PROT_003363,6de1271318cb,ArnT
PROT_003364,1c7cb9cd020c,OprJ
PROT_003365,381498f35654,mexY
PROT_003366,c946b71a7fa4,PDC-374
PROT_003367,339fbf81f7e8,basS
PROT_003368,9d6ae743e07e,MexZ
PROT_003369,f9d7567ce771,MexW
PROT_003370,ac4cb17f6ac8,arnA
PROT_003371,e3b1b33e7d46,MexD
PROT_003372,cafbd3c6544e,basS
PROT_003373,4c5233d96d40,APH(3')-IIb
PROT_003374,003e5b8afdbc,mexY
PROT_003375,c45e664d94a9,nalC
PROT_003376,409953399c35,MexR
PROT_003377,3181d42fe1ec,MexW
PROT_003378,880cac229c8e,MexT
PROT_003379,a8022b72ca79,OpmB
PROT_003380,1202eae1a423,MexE
PROT_003381,4aa1df8e1aa8,PDC-113
PROT_003382,447bf67178b5,MexS
PROT_003383,3539996b744c,MexS
PROT_003384,f799ffc86bc8,MexT
PROT_003385,d03fd97e9890,MexW
PROT_003386,c968baec34b6,MexB
PROT_003387,ea93aca7595c,basS
PROT_003388,ecfeef4269fd,MexS
PROT_003389,4e27012bd946,MexZ
PROT_003390,ff90325e3cd2,MexZ
PROT_003391,b4abe6fe4217,PDC-635
PROT_003392,c6e8feac614e,ArnT
PROT_003393,0600b16d9eea,basS
PROT_003394,0c4eb963dccf,PDC-635
PROT_003395,704123b3da79,arnA
PROT_003396,8983afc25a7b,MexE
PROT_003397,0149c6f68101,ArnT
PROT_003398,dd056ae9f5fb,APH(3')-IIb
PROT_003399,e53b2c2911ff,MexI
PROT_003400,3d870479f361,mexY
PROT_003401,51014c1099ea,OpmH
PROT_003402,a59bed646484,arnA
PROT_003403,70582c041f0b,MexB
PROT_003404,43f066299e56,mexY
PROT_003405,dcf48d997314,OprJ
PROT_003406,05313275f597,OprM
PROT_003407,1308bce25862,MexB
PROT_003408,1a4f7a948a2c,MexF
PROT_003409,2bcd9b8183ee,MexI
PROT_003410,c0004bc933ea,Type B NfxB
PROT_003411,dd0a8da94fef,OXA-847
PROT_003412,079b557275ca,ArnT
PROT_003413,436d27346c6f,OprM
PROT_003414,a0543e7b06f9,OpmD
PROT_003415,b378bbc4ff97,MexH
PROT_003416,6be4a3f73411,MexR
PROT_003417,ecb2dfabac64,OprJ
PROT_003418,934400f55c9b,MexR
PROT_003419,cf02955656a4,OprJ
PROT_003420,480fc2e40efe,MexE
PROT_003421,1d623654bb97,MexR
PROT_003422,70a91593d733,ArnT
PROT_003423,d0b6f22efaed,MexJ
PROT_003424,b9234d62b90a,MexK
PROT_003425,75dd4245cc9d,APH(3')-IIb
PROT_003426,206f0af98fa4,MexS
PROT_003427,2177c1ab115a,cprR
PROT_003428,aca23c54b2cf,OpmH
PROT_003429,1e40c4c51c00,MexJ
PROT_003430,62247de0f4fa,mexY
PROT_003431,64f1ec9949f3,MexG
PROT_003432,2a1394451b21,MexV
PROT_003433,6eeed56d405c,mexY
PROT_003434,9d67bbad4d8e,nalD
PROT_003435,61532c2be053,OprJ
PROT_003436,6ddef5a708ec,MexF
PROT_003437,012bdb4d1bf0,cprR
PROT_003438,c4f97daf3791,MexE
PROT_003439,4a7b626acee3,mexY
PROT_003440,0506b357725d,PDC-19b
PROT_003441,ee8aecadabf1,OpmD
PROT_003442,38e981291b73,MexK
PROT_003443,4c7d61ea4da4,MexE
PROT_003444,dacd65580ecf,MexD
PROT_003445,209b36374192,arnA
PROT_003446,3c22ec9b2da4,MexW
PROT_003447,e05c40229341,MexV
PROT_003448,9676f2fb7a84,nalC
PROT_003449,6e41852677e7,OpmB
PROT_003450,a4adc48e20d2,MexK
PROT_003451,34f73ffd8a70,OpmH
PROT_003452,96a9621457f4,OprJ
PROT_003453,5a039873abd3,mexY
PROT_003454,4c05ccf1dc7f,OprN
PROT_003455,084483264694,nalD
PROT_003456,2bf898fe3b88,MexZ
PROT_003457,b05b96fdee43,nalD
PROT_003458,620a55ef7251,APH(3')-IIb
PROT_003459,1d407c8bcda3,IMP-11
PROT_003460,dc952d8c6184,MexD
PROT_003461,627fdfd3e8d6,MexT
PROT_003462,ed3583662711,MexJ
PROT_003463,0586d7999814,MexD
PROT_003464,9b606d2e39da,APH(6)-Ic
PROT_003465,d3b1d43e10e7,APH(3')-IIa
PROT_003466,eebc13fc8419,MexW
PROT_003467,b8a6f822bb7f,MexC
PROT_003468,a781c25ad63e,MexZ
PROT_003469,83c9f2cc4fe2,MexD
PROT_003470,bbe10cb965ac,nalD
PROT_003471,1dbac73f624e,OprM
PROT_003472,53e775040305,MexJ
PROT_003473,77466428d9cb,arnA
PROT_003474,4951bca42182,PDC-309
PROT_003475,659afd3ca3c1,mexY
PROT_003476,2875f7fdbda1,MexT
PROT_003477,a853b91a7d89,MexR
PROT_003478,3c8c19e90ae3,MexZ
PROT_003479,5caa046442b0,mexY
PROT_003480,ebf0fb0c20aa,ArnT
PROT_003481,98cc91182286,cprR
PROT_003482,edb2f45d768e,MexH
PROT_003483,6aed5b4d7903,MexF
PROT_003484,b7f239fe6722,MexB
PROT_003485,df27e46d96df,MexE
PROT_003486,02c36d04e19a,MexS
PROT_003487,fb5276cda9ca,MexV
PROT_003488,ef129395c05b,OprJ
PROT_003489,ad2c2ff4c05f,MexI
PROT_003490,e19cb13ee0ab,Type B NfxB
PROT_003491,908a6cc414c0,MexT
PROT_003492,6b839576aeb0,MexI
PROT_003493,c6fa7b3f0473,MexD
PROT_003494,9545a9701606,MexC
PROT_003495,457f90563b8b,arnA
PROT_003496,aba9fa18e827,ArnT
PROT_003497,1e05aaced2bd,OprN
PROT_003498,7f684682aab7,OpmD
PROT_003499,e95c6d68a0b0,MexB
PROT_003500,dccef706884a,PDC-199
PROT_003501,0b5944c0a8fa,FosA8
PROT_003502,b459f049949f,MexA
PROT_003503,9e997505032c,Type B NfxB
PROT_003504,b4395c86bb07,MexK
PROT_003505,e9b176b83c01,mexY
PROT_003506,58b499ece13e,cprR
PROT_003507,9b5173e200cc,MexE
PROT_003508,d7da30a8320e,MexS
PROT_003509,026e82700554,OprM
PROT_003510,3fc0d77f3774,MexH
PROT_003511,7856589727b6,MexJ
PROT_003512,391088c82553,MexH
PROT_003513,ea3f3482eb1e,arnA
PROT_003514,9f33f6dc742e,ArnT
PROT_003515,c49d847caccf,arnA
PROT_003516,477f800544cb,MexD
PROT_003517,826b75d7c591,OprJ
PROT_003518,52268c9c69a9,OpmB
PROT_003519,398828b946df,MexI
PROT_003520,e19b9de4697b,mexY
PROT_003521,c85a5ef1308c,cprR
PROT_003522,3ff21ee777d0,MexS
PROT_003523,0e28637ab73b,MexT
PROT_003524,655506918a35,MexR
PROT_003525,b79dd1d51741,MexZ
PROT_003526,1e1d218ea40f,OprN
PROT_003527,bd4d43c07e0a,MexH
PROT_003528,0790e80d34d6,MexW
PROT_003529,869f1ad243f9,nalD
PROT_003530,1099690dee66,MexZ
PROT_003531,d67332f58f79,arnA
PROT_003532,d8b19f74b285,FosA
PROT_003533,19fc4fd57825,MexV
PROT_003534,f9fd1bbd4043,MexT
PROT_003535,3d4e535eda42,MexS
PROT_003536,81ff8f8c9327,Type B NfxB
PROT_003537,49dc9dbd1766,AAC(6')-Ib9
PROT_003538,4994d19f4d93,MexZ
PROT_003539,ef636ae700fa,MexH
PROT_003540,3b9233fadd7a,MexA
PROT_003541,9f81a87828c4,mexY
PROT_003542,c4093d9a7063,OprM
PROT_003543,ad189b89988f,basS
PROT_003544,44d979aeb122,MexV
PROT_003545,5bc23f182d3e,MexT
PROT_003546,7b12b853d68e,MexS
PROT_003547,6b6355f5d93d,MexZ
PROT_003548,8ce467e02607,Type B NfxB
PROT_003549,190cddbcbf55,ArnT
PROT_003550,40be421bffb1,arnA
PROT_003551,45633f0de8a0,MexD
PROT_003552,2670ad496009,OXA-494
PROT_003553,0bb49c65881b,nalD
PROT_003554,2f56d1ddd8aa,MexV
PROT_003555,6a98c392ce8c,MexC
PROT_003556,5fa47ee3f7d9,FosA
PROT_003557,cb95f80f14b7,arnA
PROT_003558,bec7e98a67cb,PDC-634
PROT_003559,b479443f96e4,MexD
PROT_003560,3bd790b86ef9,MexC
PROT_003561,d9a669d03f8f,OXA-1287
PROT_003562,fd5f619176d7,MexH
PROT_003563,4aaa0b46c6c2,arnA
PROT_003564,8b9f7e6a8ba0,OprJ
PROT_003565,2a61448e029e,MexC
PROT_003566,02f258832f62,nalC
PROT_003567,bc12a7dcaf50,MexS
PROT_003568,ae3a049e057c,MexB
PROT_003569,d74b401d2a7d,MexS
PROT_003570,2fe9583cc289,MexR
PROT_003571,f6d3baf55746,ArnT
PROT_003572,467c711dadd7,arnA
PROT_003573,789bceee54eb,OpmD
PROT_003574,d9000c53d42e,MexR
PROT_003575,3fc1a842d704,IMP-87
PROT_003576,02f2caa771ae,OXA-1135
PROT_003577,ff93c832723c,mexY
PROT_003578,d77c490765a4,nalD
PROT_003579,83169f64699f,MexZ
PROT_003580,a1cd06adf0ce,MexS
PROT_003581,5f185b269a22,MexI
PROT_003582,018e6d45c3a1,basS
PROT_003583,8b9b82ba0e22,OprN
PROT_003584,6abfcf4e7c01,nalC
PROT_003585,6aff7be9d835,APH(3')-IIb
PROT_003586,8b85f71fcc27,cprR
PROT_003587,527676e56bbb,OprJ
PROT_003588,ffbfffd46591,Type B NfxB
PROT_003589,b58d136e4caa,OpmB
PROT_003590,a3aca1b2e9d0,arnA
PROT_003591,dd9d34634037,arnA
PROT_003592,1902d85fa4aa,AAC(6')-Ib7
PROT_003593,03d145085799,MexF
PROT_003594,6126964196b1,AAC(6')-29b
PROT_003595,ba6c4d906005,AAC(6')-29a
PROT_003596,3560efb18209,AAC(6')-29a
PROT_003597,64a87b14bc06,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_003598,26979f73778b,IMP-13
PROT_003599,682eef61ccf7,AAC(6')-Ib9
PROT_003600,ee56d172c99b,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_003601,ed4642c3e3f1,MexF
PROT_003602,5b1221e8362f,nalD
PROT_003603,956716f00c6a,MexH
PROT_003604,dfc1949fff55,Type B NfxB
PROT_003605,c7ded970378f,nalC
PROT_003606,75580ff4dc95,MexZ
PROT_003607,f011e97f1e93,OpmD
PROT_003608,dcb50162f7a1,MexB
PROT_003609,c79985d0284b,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_003610,4dbd94d92d8e,MexR
PROT_003611,c3b933fefbce,PDC-208
PROT_003612,ddc2b3791de4,arnA
PROT_003613,33e7bc1feef7,basS
PROT_003614,d45cf7c7a71b,mexY
PROT_003615,409b257d835a,OpmH
PROT_003616,896a6a9da2f6,OpmD
PROT_003617,9cb2b6ab5e6d,MexI
PROT_003618,68503788fed5,MexH
PROT_003619,73c9fc1f8aae,MexG
PROT_003620,da05445f35e3,nalC
PROT_003621,22967643d30b,IMP-19
PROT_003622,04eec16b9f8a,MexR
PROT_003623,26a5fde4f7dc,Type B NfxB
PROT_003624,cf47e932b632,MexD
PROT_003625,b46279dc7657,OprJ
PROT_003626,6ab215916488,basS
PROT_003627,1cba91f50c85,MexB
PROT_003628,b8d907458f54,APH(3')-IIb
PROT_003629,8582aaa99aab,basS
PROT_003630,6cf95aa0666c,ArnT
PROT_003631,d796e364cbce,MexV
PROT_003632,db1ebd6604cd,APH(3')-IIb
PROT_003633,fa732a5c9d5e,mexY
PROT_003634,847658cd7140,ArnT
PROT_003635,27d284e3913b,MexZ
PROT_003636,c1530fb5e57b,OprN
PROT_003637,f54fd3843cc6,arnA
PROT_003638,bf3881179618,OprJ
PROT_003639,565b633edd4f,nalC
PROT_003640,0613771a8ac4,OprN
PROT_003641,caca27753195,arnA
PROT_003642,542d7c248c24,MexJ
PROT_003643,72a87203a250,MexC
PROT_003644,328eb8f1ab36,OprJ
PROT_003645,e0e920ae4195,OpmD
PROT_003646,7becc78d3020,PDC-256
PROT_003647,f07fab4fb254,MexZ
PROT_003648,e98d2a6bc6bb,MexT
PROT_003649,052757252481,MexE
PROT_003650,353eeba214c4,MexZ
PROT_003651,54d1be7edea7,PDC-392
PROT_003652,7100732ae37e,AAC(3)-Ia
PROT_003653,a2bc501d7327,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_003654,c1d73c280953,MexH
PROT_003655,665b86824dbe,basS
PROT_003656,8d0217e5b69d,ANT(2'')-Ia
PROT_003657,150a8da84234,MexZ
PROT_003658,8ebaf2faee63,MexW
PROT_003659,efb9a2fd6478,AAC(6')-Ib9
PROT_003660,7ec23fdbe2b5,IMP-56
PROT_003661,785166219d92,mexY
PROT_003662,94ed69fd91a4,arnA
PROT_003663,320102a61ea6,MexD
PROT_003664,7a50aa36f63c,MexC
PROT_003665,7735f9dac71e,APH(3')-IIb
PROT_003666,c05daceadaff,PDC-147
PROT_003667,2d14099b4164,arnA
PROT_003668,504e4cd67959,MexE
PROT_003669,1feff1a36bcd,MexV
PROT_003670,c5ea1e8d886c,MexZ
PROT_003671,87991471c29c,OXA-50
PROT_003672,a77841e6d04a,OpmD
PROT_003673,5199e2613bb3,PDC-17
PROT_003674,d492d06a2905,MexF
PROT_003675,42a093d0e2dc,MexE
PROT_003676,d48ce7303d9b,mexY
PROT_003677,4970c9b0bde1,OprJ
PROT_003678,968cb91afc74,MexD
PROT_003679,a41f84447a45,basS
PROT_003680,b8973e56f88c,OpmH
PROT_003681,a823d1881961,MexB
PROT_003682,a5291f225d7d,nalC
PROT_003683,927428010e4f,Type B NfxB
PROT_003684,bd1059652e62,mexY
PROT_003685,aec91baaa754,OprM
PROT_003686,4d2698a5ef32,arnA
PROT_003687,e068ad0a7aef,MexC
PROT_003688,1df081317628,MexI
PROT_003689,8fc9c7c08e32,ArnT
PROT_003690,9179dc3b0cc2,MexS
PROT_003691,5118ff0d6983,OpmB
PROT_003692,5454df702069,OprM
PROT_003693,cce95e101256,MexS
PROT_003694,c0e48c098088,VIM-28
PROT_003695,b0f24ad575fe,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_003696,5a84fbe941ed,nalD
PROT_003697,4fc94c39625d,IMP-93
PROT_003698,8e1510d00347,OprM
PROT_003699,caaaab7d85f2,mexY
PROT_003700,7ce467e6a8b8,OprN
PROT_003701,82e6aa10cc29,PDC-162
PROT_003702,b7f5e4c07951,nalD
PROT_003703,79945df48362,MexR
PROT_003704,1126da62d67c,nalD
PROT_003705,2a52080b34d9,PDC-8
PROT_003706,2a927a1ed538,MexW
PROT_003707,98c0d7766572,MexZ
PROT_003708,919830fe27b5,MexB
PROT_003709,5626dc9911d7,MexK
PROT_003710,f364e816af1e,OprM
PROT_003711,d8134551c8bc,AAC(6')-Iaf
PROT_003712,b915240729d1,MexF
PROT_003713,2f78a1ba7c71,OpmD
PROT_003714,408e39e56a13,vanT gene in vanG cluster
PROT_003715,6903f8b9cd1e,OprJ
PROT_003716,81af6f74b7f2,MexA
PROT_003717,5b4e2f40f305,AAC(3)-Ib
PROT_003718,fa795d404009,MexD
PROT_003719,917c942ae9b7,MexG
PROT_003720,a658e2170a13,MexH
PROT_003721,b2aa8e567b07,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_003722,d032bba8184d,MexH
PROT_003723,2151acb91384,MexH
PROT_003724,dddbc9ef259c,APH(6)-Id
PROT_003725,298fc7e9131c,ArnT
PROT_003726,b333de0a29ab,cprR
PROT_003727,71d61777fafe,MexC
PROT_003728,5c58056284a7,MexK
PROT_003729,e8fbfb882d7e,OpmB
PROT_003730,84ba35bc5011,MexF
PROT_003731,56945bd64b1b,MexI
PROT_003732,9f55baddcf36,PDC-125
PROT_003733,29af2ff922e0,OXA-1294
PROT_003734,e1ca8c07ebd2,MexD
PROT_003735,61c3fc89ef08,MexC
PROT_003736,80e5be82f86d,MexI
PROT_003737,a6ed71a44b1d,MexH
PROT_003738,6b25e2d86675,ArnT
PROT_003739,0c851dea1cad,arnA
PROT_003740,16ea23bd6fda,mexY
PROT_003741,f90ec5b79795,MexV
PROT_003742,d174fdfe0f88,MexW
PROT_003743,d099ee2ef797,OpmB
PROT_003744,d094ed86df92,OprN
PROT_003745,68391cff6466,MexF
PROT_003746,ff621f2a3260,MexS
PROT_003747,76cc89aabb13,AAC(6')-Ib10
PROT_003748,c09b92f446e4,nalC
PROT_003749,cddfd93c1d19,nalD
PROT_003750,f70a532a09ed,MexH
PROT_003751,6151453645ab,PDC-623
PROT_003752,aaca667af25c,arnA
PROT_003753,39740f537138,MexD
PROT_003754,2411d5ab3245,basS
PROT_003755,42ef1316f3f8,OXA-1024
PROT_003756,14f070151919,nalD
PROT_003757,c16e5f8b2554,MexE
PROT_003758,df0788f34638,OpmB
PROT_003759,f9ca849cb683,OXA-1140
PROT_003760,da1c7f24d22f,MexK
PROT_003761,a77d42c483ac,MexC
PROT_003762,f0c5f60d9ad5,PDC-168
PROT_003763,6b90e38c4b3d,MexB
PROT_003764,6db79e8f3d31,MexA
PROT_003765,5989137a0942,MexH
PROT_003766,49aee68bb1dc,MexG
PROT_003767,666f7b2120eb,MexS
PROT_003768,6c8321227bd5,MexZ
PROT_003769,0d03da679f26,AAC(6')-Ib9
PROT_003770,d3f7efcf8689,OpmD
PROT_003771,dfd40fb51ff7,OprN
PROT_003772,648359e891de,MexB
PROT_003773,cd5330ecdfb5,MexZ
PROT_003774,a893c06e488f,MexS
PROT_003775,3a7a17f8e0d2,MexW
PROT_003776,34f3c242c3e8,MexS
PROT_003777,d19861c77888,MexA
PROT_003778,26e4003158d9,FosA
PROT_003779,6e8afe53c5da,APH(3')-IIb
PROT_003780,b580fed81f29,mexY
PROT_003781,6e24848b6961,cprR
PROT_003782,b7f8e9f13558,OprJ
PROT_003783,90bb877301fd,MexC
PROT_003784,3fca2f91931b,OpmD
PROT_003785,060f43b3a02b,OpmH
PROT_003786,60bfe220067b,arnA
PROT_003787,8f22d9c59e03,MexK
PROT_003788,7c88d67e1f14,OXA-1268
PROT_003789,872e7c1a76d2,OpmB
PROT_003790,d469262d657b,ArnT
PROT_003791,3b77bfeae415,basS
PROT_003792,3a0fefbf0f7e,MexH
PROT_003793,8493c6da5857,MexH
PROT_003794,594ad3b75af8,MexG
PROT_003795,47a1db24055b,MexJ
PROT_003796,137ae86bbc43,OpmH
PROT_003797,3b943554c216,OprJ
PROT_003798,3912c7bdb39b,MexD
PROT_003799,420f6f036a34,MexC
PROT_003800,b8fc8d79b62b,PDC-7
PROT_003801,44401391e222,MexZ
PROT_003802,ff727a4e903a,MexF
PROT_003803,4c4998508b45,OpmD
PROT_003804,842ab7f55a93,PDC-447
PROT_003805,46213a0d9324,MexS
PROT_003806,448ebb72154a,IMP-7
PROT_003807,8aa4865719f5,MexZ
PROT_003808,f0ba83e43f90,basS
PROT_003809,9285e25b8953,basS
PROT_003810,701f6ac5646c,basS
PROT_003811,4f5dab491989,MexW
PROT_003812,0908d8f34269,MexV
PROT_003813,5774776e99e6,ArnT
PROT_003814,5038f973ed2c,arnA
PROT_003815,f5a39ab9fc8b,basS
PROT_003816,73093dd598d1,MexZ
PROT_003817,784891120e7f,MexH
PROT_003818,d17753d503c7,MexA
PROT_003819,2b64b3f0fe2a,MexE
PROT_003820,be6df65033cc,MexD
PROT_003821,b7a7a9f36087,arnA
PROT_003822,5f3fbf96b379,MexS
PROT_003823,d83afe276847,MexZ
PROT_003824,bd00edbd537f,MexW
PROT_003825,c7aaea903963,MexR
PROT_003826,6763ab94087c,basS
PROT_003827,4aeb0f352ffa,OpmD
PROT_003828,121c5321c2a6,arnA
PROT_003829,b7323f436ff7,OprN
PROT_003830,da57d04621a5,arnA
PROT_003831,371bc3db385f,MexB
PROT_003832,c564ac3fbe5e,MexS
PROT_003833,cadb4c020be8,MexT
PROT_003834,1ba64856e5e8,ArnT
PROT_003835,f9b93ede654b,MexK
PROT_003836,245daed8aae6,MexD
PROT_003837,9d4593b96ee4,MexR
PROT_003838,00b6fee027ba,OprJ
PROT_003839,d70b183f13a0,OprJ
PROT_003840,9b80213bf8c9,VIM-5
PROT_003841,1ce66374eae9,ANT(2'')-Ia
PROT_003842,fd039a648f23,VIM-82
PROT_003843,eca4bf0180b4,Type B NfxB
PROT_003844,c62bf6023a49,OprN
PROT_003845,e0dedef94dd8,OprN
PROT_003846,2ccd0a9a2c48,MexI
PROT_003847,2a6950b10f18,mexY
PROT_003848,dc5cb449a710,MexZ
PROT_003849,1245e0fc399a,nalC
PROT_003850,3b4fd1a82c33,MexH
PROT_003851,9a572eb3faa5,OprN
PROT_003852,73a672ee76b2,MexT
PROT_003853,5df9c21fd9d9,MexB
PROT_003854,915610586faf,Type B NfxB
PROT_003855,2636e30bd10f,MexW
PROT_003856,4f99264c7570,OpmB
PROT_003857,3958534dc7e9,MexJ
PROT_003858,75f11edfe71d,cprR
PROT_003859,249652573934,OpmD
PROT_003860,3c9bf0550d94,MexR
PROT_003861,cd195025064f,MexI
PROT_003862,29999940c347,MexW
PROT_003863,e6a734e1a0c7,MexD
PROT_003864,f0894681ac75,MexJ
PROT_003865,9605f7ca1516,MexR
PROT_003866,8f5b4c6e09cd,nalD
PROT_003867,19ce2550b6db,OprM
PROT_003868,709ddc56f772,nalD
PROT_003869,93811b9cefb9,FosA
PROT_003870,c00a991d87a0,mexY
PROT_003871,f751b20d50ca,basS
PROT_003872,a6b2ae55ebb0,vanT gene in vanG cluster
PROT_003873,dd932fee5b5f,nalD
PROT_003874,1bf8dddfc16a,MexW
PROT_003875,0b53c12f1697,OpmD
PROT_003876,b32efd8f7157,MexT
PROT_003877,6c6027b9f69b,nalC
PROT_003878,d9c8c597e4f1,nalD
PROT_003879,37a8f6bf9f42,MexC
PROT_003880,2b664221a336,PDC-3
PROT_003881,a93ac87097e2,MexZ
PROT_003882,5cf9fab5ce83,MexS
PROT_003883,f22579e336d0,AAC(6')-Ib9
PROT_003884,d04f7a70f322,arnA
PROT_003885,b1ba7661dc0c,MexA
PROT_003886,20c6c4ccf5ff,MexC
PROT_003887,9e51e7b4b471,MexA
PROT_003888,689667542176,MexK
PROT_003889,cdd66363960f,MexE
PROT_003890,768526ca5de0,mexY
PROT_003891,c8f80f1b9f4a,MexI
PROT_003892,906fc68ec0f5,Type B NfxB
PROT_003893,06010333340b,MexS
PROT_003894,b5333fe5654f,MexK
PROT_003895,a05095981ab2,basS
PROT_003896,0f0f763f0e2c,mexY
PROT_003897,170f34468356,nalD
PROT_003898,11ad6f489525,MexS
PROT_003899,245b47baab7f,OpmB
PROT_003900,35079527b841,MexK
PROT_003901,460315ed3903,OpmH
PROT_003902,bb0dcb2754f7,MexZ
PROT_003903,08c631849e6c,nalD
PROT_003904,ca7a96d0f4e1,MexT
PROT_003905,5e92e6c498d0,nalC
PROT_003906,2aec4a0538e7,AAC(6')-Ib10
PROT_003907,7cebb2bcc2f0,OpmD
PROT_003908,75c6baa022aa,cprR
PROT_003909,58daf58e37cc,MexJ
PROT_003910,e177c21aad35,nalC
PROT_003911,140f6bf1794b,MexS
PROT_003912,41bfc7887702,basS
PROT_003913,ba7f080bddae,MexV
PROT_003914,0bc44be969fd,MexK
PROT_003915,57922b0c6fc8,ArnT
PROT_003916,813c0b9d1edc,MexE
PROT_003917,7c3255df9393,OpmD
PROT_003918,f9235f210226,MexC
PROT_003919,f5630d2caf9c,mexY
PROT_003920,b5a9ef54b718,MexH
PROT_003921,8da85c97396e,ArnT
PROT_003922,95058aaeb659,MexA
PROT_003923,54f433688878,MexZ
PROT_003924,ed926967374b,AAC(3)-Id
PROT_003925,6d473c530302,MexD
PROT_003926,c0d952c57d89,AAC(6')-Ib9
PROT_003927,4e3f9068138d,MexZ
PROT_003928,01737d7295c8,APH(6)-Id
PROT_003929,86264a83d7e3,MexD
PROT_003930,ac7ae09f6d0a,APH(3')-IIb
PROT_003931,d9bcbef2af51,AAC(6')-Ib9
PROT_003932,839071c9d79a,OpmH
PROT_003933,4b782b94ebf3,MexI
PROT_003934,ae17bfa50fc0,MexZ
PROT_003935,a94ec1dc94e9,MexT
PROT_003936,9505b213ec32,nalD
PROT_003937,fd1103820fd8,OpmD
PROT_003938,3abaa20ececa,MexV
PROT_003939,bd1ffd5ad98c,mexY
PROT_003940,fb63d6d2eb43,basS
PROT_003941,c0ff4da3f4ab,MexE
PROT_003942,99165a1ee294,MexZ
PROT_003943,b859575ddc3c,MexR
PROT_003944,0c485d9e3dce,ArnT
PROT_003945,eabbbd0a55ad,MexW
PROT_003946,a3479d525483,OpmD
PROT_003947,b35b71c93e87,nalC
PROT_003948,b0d762aa4192,MexK
PROT_003949,9466e4061007,OXA-1124
PROT_003950,ea513ffe209b,OprJ
PROT_003951,6deee82bfa25,MexS
PROT_003952,e9d75c9fe6cc,AAC(6')-Ib'
PROT_003953,bc01600bd4b8,ANT(2'')-Ia
PROT_003954,7b32cb478c12,MexR
PROT_003955,4787e3cf9072,OprJ
PROT_003956,80946548a492,MexI
PROT_003957,fe5ca0884ac9,MexS
PROT_003958,bb3ae7c9c48e,nalD
PROT_003959,507226e2fe38,MexD
PROT_003960,4f42a299abc7,MexF
PROT_003961,539e012f92c6,MexH
PROT_003962,63150632c4ea,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_003963,39c2f0ae0ebd,MexR
PROT_003964,cb3d884825ed,PDC-374
PROT_003965,fe36e6fd1eef,Type B NfxB
PROT_003966,63066e985fcf,PDC-375
PROT_003967,73abba920c69,OXA-494
PROT_003968,f479ed54e1d8,APH(3')-IIb
PROT_003969,23c7d2072368,APH(3')-VIa
PROT_003970,616c9081a448,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones
PROT_003971,dc157ebecab0,Type B NfxB
PROT_003972,203fd9b0ab0f,MexT
PROT_003973,41f89207afd7,AAC(6')-Ib'
PROT_003974,f078ab4bfaca,basS
PROT_003975,639b43a2db0e,MexJ
PROT_003976,7bd8d45981e3,MexK
PROT_003977,5faafa6fde85,OprM
PROT_003978,69cfd6dac91a,PDC-97
PROT_003979,3594b71a9541,mexY
PROT_003980,afe14bfa8a1a,OpmD
PROT_003981,4dd6c21554d9,MexI
PROT_003982,05842607ebc2,OprN
PROT_003983,be33cf8886b1,MexF
PROT_003984,40c239e82747,Type B NfxB
PROT_003985,3d36b7122ede,MexZ
PROT_003986,bf614356c3ce,MexT
PROT_003987,7a8e0b13fdbe,MexS
PROT_003988,c2e4da106089,MexR
PROT_003989,020ad6fab76f,MexR
PROT_003990,efbb297ec7bf,MexT
PROT_003991,3a7815b8ee5e,MexW
PROT_003992,bd7ab95861cf,OprJ
PROT_003993,ee97baa1d992,vanT gene in vanG cluster
PROT_003994,498e3895ffab,OpmD
PROT_003995,658c3b62c695,OpmB
PROT_003996,5151a858bb83,OprN
PROT_003997,78a49d65071b,MexE
PROT_003998,647ab68adb90,MexD
PROT_003999,77302cd8f858,OprJ
PROT_004000,b8fd2ce21bfd,MexW
PROT_004001,2030fc102b21,MexJ
PROT_004002,ffcc96c7c922,arnA
PROT_004003,2f80708629ba,basS
